Id,Category
uttr-63deb704d18644e38bc81f95359fd3b6.pt,id10185
uttr-ecb08a5cac4c46dc9c827d7e7671ea35.pt,id10148
uttr-0680d3aea8c648abbed955f293452aeb.pt,id10741
uttr-e8d55dbdba9c40ac9db6ac32153f0f1a.pt,id10054
uttr-f185bb530cf94f0db4c7e20f533ff0df.pt,id10452
uttr-2ff41afc067d4fcfb4022dc104e0bd68.pt,id10973
uttr-7c50e556484e47759a4c8ff958d3a582.pt,id10061
uttr-522fd743782849e08cd43bcfb8f204cb.pt,id10391
uttr-3f0837605794464abe6a15082c391134.pt,id10744
uttr-58831dc1312e4aa68fbd6a30cac8a8fe.pt,id11181
uttr-62288c821c174e06a01bb450ef5a2296.pt,id10603
uttr-95d93eb5b7564cd8bd00236d7dbfedb2.pt,id10630
uttr-a53d039303fd4e5584b099560c0443fc.pt,id10062
uttr-96fa649697f844c5af7c54884dd47eba.pt,id10155
uttr-57443b9dbdfc421cb2e25642c7a912ac.pt,id10630
uttr-04acb952ba0e433e8267aff4d749115f.pt,id10257
uttr-b122cf49ca8b4d4788dc8ad91d0b72e1.pt,id11179
uttr-94ed24718aff40ea8448a5b0275da564.pt,id10099
uttr-4a963f8d9a8941cd973003d3aa1c867d.pt,id10977
uttr-0390b64210364d449bab7340a02cd1c5.pt,id10852
uttr-a193fe471a4f4ddfbe1038e66a9f2ca3.pt,id11028
uttr-5512551d97764aabad93e2c661fab568.pt,id10912
uttr-dd33190a3b58405c858083e26c9586fa.pt,id10907
uttr-fb0a0360d5a94609b61b62311b40da44.pt,id11049
uttr-45c291ecbac14ef687744b72e4fe7719.pt,id10088
uttr-fe1860af591f49109be884fcb2bc36c9.pt,id10781
uttr-e1cb5c297b244df38f0075847db6bfb9.pt,id10149
uttr-27fe758e47384679a2019d0d83c57a1c.pt,id11003
uttr-5a5e8a17c8444e16989b9afa3c3a9cc6.pt,id11112
uttr-6f22536d88c64b54b676fae9974de19e.pt,id10954
uttr-e462c88dd31c4e8dae0f2b14b9376690.pt,id10008
uttr-d1560b1f2e1d4045add7e1ff8345c5a1.pt,id10140
uttr-b3f83b10d0af4b3e847b9aea9f4de162.pt,id11004
uttr-503ec1e56f054a978b0c85022895fc99.pt,id11005
uttr-ad3866a7272844a08d21ee1d090a03d4.pt,id10869
uttr-1aa42871a87b4e70acda375c414f0f80.pt,id10123
uttr-8dd8c65389904175817e34da4f18f273.pt,id10963
uttr-4765309b619341f2bba1bc25ee96958e.pt,id11214
uttr-22efabccc53849ac9f3cd952c588558b.pt,id10690
uttr-8e8582a526fc465bb63c4a27ae86f2b1.pt,id11154
uttr-ba435fbebd1d43609ef96227046a8b2b.pt,id11221
uttr-71a853b1433d4d5984956da891fada3b.pt,id10914
uttr-2e31bd74069f4616a8d474291f3bfa74.pt,id10079
uttr-4809fd93ac1941298f96bcd898761775.pt,id10438
uttr-b225a458986d49e9b15ec37337e0f8ee.pt,id11034
uttr-f737acc0421b4b7ca66b21ffdde5f6a6.pt,id10408
uttr-6c6da1acfcd74e519c88f86b85246e2a.pt,id11047
uttr-76f66ca9adcf4871972db01e0565ee42.pt,id11021
uttr-6e1a209226be4daf999b6dac3cbe0c34.pt,id11179
uttr-9864c0ecdb5443be830fd9cd8c8ac4ed.pt,id10675
uttr-e803c93aed344acf93b03367543a997a.pt,id10988
uttr-4cf6015948094c81bed44e723f5ceb03.pt,id10655
uttr-44822f0a26dd4fa483ab28b171730f01.pt,id10193
uttr-a3f6b21fc06345e9813bead619d22eb5.pt,id10738
uttr-d5599a6df3874829bcb88a76f6a066c4.pt,id10133
uttr-8d1917a23e294952bbbf710e6aed216d.pt,id10973
uttr-d60cc3774aaf4e9e9485d0346874595c.pt,id10682
uttr-b8cdb147ef034c9690325106bb71279f.pt,id10858
uttr-3d19ce261ac24bc09a62c9f04a4209c1.pt,id10417
uttr-2911be82c990410da6d4178ea4a2e0f2.pt,id11198
uttr-19e6158ae38644c6b42155583f4c4112.pt,id10903
uttr-734a5e3a48644708beb7317538ad76b3.pt,id10355
uttr-6a09715401eb49dda6a19f8c218be726.pt,id10347
uttr-3db877d94fdf4a2bb186d7bab2e661dc.pt,id10914
uttr-7e32a5f9e32d4169a0d4c058def18c75.pt,id10452
uttr-1b2a9d7da2d24df1ac42f8542ffc082b.pt,id10325
uttr-906fae247679473d81ab4a8b03079851.pt,id10778
uttr-89a596842b874a2f8fb65d7f08467fd1.pt,id11083
uttr-a18ae306aace4b9c8d440a3b4e5d04a3.pt,id11051
uttr-7da114e47dbf473e91bc2c91d20f94cf.pt,id10926
uttr-9d8ec4962c5a4f22bc80634aaee40d70.pt,id10237
uttr-ab935be2058e42dc82ca7ad727d3b695.pt,id10036
uttr-62e8b5e27e8348eca9886cd110ff9d2c.pt,id10856
uttr-dc085fd9295b451b905d503bac0b9a51.pt,id10864
uttr-76f270e81427492e833695f32851e982.pt,id10711
uttr-ac1370e01a894fe6a98154675eccd516.pt,id10862
uttr-a723babb302a436689ec1dfa83d06f19.pt,id10129
uttr-991b0686378e4ef5a452b4b301f20481.pt,id10388
uttr-469ba32ec53248878ddf70892832329b.pt,id10175
uttr-74ec7a00d4c04544b911c83812a5f254.pt,id11180
uttr-95d39d32821042bdabd85e39ecdebd7e.pt,id10445
uttr-e77874e3b682472ca1d1a333ef95e6f4.pt,id11032
uttr-e635ca1625414f0882b403dff510440a.pt,id10014
uttr-15a19117da654a498fe99a0602d983e3.pt,id10335
uttr-99d9a0a785df4e1392f1b623a0b93d48.pt,id10174
uttr-653f920aaf3e424995b50942b551081a.pt,id10566
uttr-9793f836195344e698005fd49b9ee61c.pt,id10036
uttr-eccb146caf184b4c8b520e9a4fc8da68.pt,id10050
uttr-6d025cfe120b4a04b81e593216a52638.pt,id10210
uttr-e97f1a793cd34285ae3291dcd26dead7.pt,id10636
uttr-ad08de093ef4418281c4b27245de7528.pt,id10989
uttr-17953bc1980a45aea3684cee6e847314.pt,id11056
uttr-0559cdfd92e4485db2eb371510316e3c.pt,id10325
uttr-bc8cd4ebbf36486da38a8b01d4a44436.pt,id10410
uttr-e1fb57d9f8154e4c9870517599ae5b58.pt,id10001
uttr-905dbe159b4040028a0292eefda5bcb0.pt,id10011
uttr-b053a00f89334886bc63fe62f5e22abb.pt,id10679
uttr-158de8ec647c4435ac7048c7ac49ff75.pt,id10545
uttr-37ae0dfad37445a298558d560f7698f4.pt,id10951
uttr-3371a2752aef48dd89b3036d8038c11d.pt,id10856
uttr-4b4363eac3e54cbbaff1adaa0d733650.pt,id10840
uttr-e393ae84617748f9b5d67f87f843b464.pt,id10571
uttr-2f63d614d12a4f18826c44e635d9ed1d.pt,id10079
uttr-bf490e62543a48e79fef0fb2d171702c.pt,id11103
uttr-18b0401346aa4a7aba1f8f17b73ddef3.pt,id10053
uttr-433efcecd01a4b679beb898ac9b21f13.pt,id10830
uttr-c76f1a5ec2474ff181b61f28ebba38e9.pt,id10062
uttr-d767afe1352e4504a6cf16b5c35a2588.pt,id10476
uttr-6ca0cd28e5d740ea8185eba304088be5.pt,id10893
uttr-d764121d32594a76864af2f93f3c435b.pt,id11181
uttr-7d33b04cab4f4195ba7336072d73ccfc.pt,id11191
uttr-b31e40018d184e52989a4366c5d5455c.pt,id10320
uttr-b7bcce3ff9264999a7bd7a23071d4454.pt,id10893
uttr-a1a893f320844ed18f9850df0b58d1aa.pt,id10817
uttr-e5abd2725e284de6b3aa491604f31cc5.pt,id11123
uttr-1058236478714fb6869694c85fe2df28.pt,id10111
uttr-3c363ada05ee4d59a77f5d968a42dbd8.pt,id10082
uttr-31c6660f37464333be5d11450eae82b2.pt,id10123
uttr-2b2c2c94600c46debedc55e9a9e6d88a.pt,id10050
uttr-adea8c8d80944ed290c80b2f5a93807c.pt,id10119
uttr-77643d7bbffa434c86ae3fc12646020b.pt,id10753
uttr-63babeb7d9e848ba937338bb7a9d7431.pt,id10750
uttr-85aa2b9d6c0f46f4ad9beb249ecfdeac.pt,id10181
uttr-2db196cedf5c4d34b432fe05da162a38.pt,id10886
uttr-48dbfb4794694366b572d9e60b129825.pt,id10269
uttr-a0e60f789e3343a2afed8b2ecc2f6144.pt,id11121
uttr-5ecbe6ca90c0483bb6fd5859008f15d6.pt,id10335
uttr-0966246e8e0247918089994a671305e1.pt,id10342
uttr-63aa781de7754b73864be13cadd600fa.pt,id10215
uttr-abff3594fec64cd08cbc7a0ddd4245c7.pt,id10190
uttr-2b468b498aac4a21b07cbc1b7dbcd072.pt,id10853
uttr-5250b662948c4894838043c3cfc93731.pt,id10640
uttr-e57941953d8f4da8baa5fd78c8e8c14e.pt,id10341
uttr-9879e2367e2f4e82b9e2b378bece8d21.pt,id10378
uttr-63006f5797d74736afac202a8a4c7b53.pt,id11021
uttr-57399dd02a1f42009d902a2f88ab1282.pt,id11190
uttr-3a977f2eba7845e0b1a433b6274b0778.pt,id10520
uttr-d00270ee8abd46b5adc7a02f7150f672.pt,id10754
uttr-50c8b6dd8ea049ab8ffeb36865e70561.pt,id10185
uttr-f0a0d67808e74d0ab6154c2ba9795e95.pt,id10791
uttr-b446b4f23b0244ea9b2bb40191baac11.pt,id10630
uttr-04347e242108418f9ef8ec92914ffe64.pt,id10419
uttr-3737ba6361a845e0814275988356679c.pt,id10188
uttr-aa851a50ab97404e817f0945fcf8f7eb.pt,id10269
uttr-af44bd87e3c942b8bc3edcfbc43db20a.pt,id10840
uttr-87089444e0094ff0b7e1d7c74a8ec21e.pt,id10175
uttr-28dacd7777ea42a9a66edf00879bdfdf.pt,id11190
uttr-aae16bef922b4289ac5ed47fa79cb83f.pt,id11002
uttr-745e31408c9845ed8bfaf70e9bb0322a.pt,id11003
uttr-01bbaf37295543cda82bccf2850b2f29.pt,id10644
uttr-2670bb2b1a30448fb1728f7e8b6e1f58.pt,id10147
uttr-d563343a827647a093dcc30a23e7b23f.pt,id10687
uttr-1446588e6fed405e96cef4b11d5b1b7c.pt,id10177
uttr-fb4dc557629b418ca6bf2a356b9891ac.pt,id10381
uttr-f34d4a2c12144a4faa8390c222004741.pt,id11154
uttr-fcaf28e5283041429f6d2defa0f67f69.pt,id10261
uttr-087ba5750277411dad430971db48b138.pt,id10261
uttr-f0fa8a22e7ec4f6fadf92dde121c90f9.pt,id10846
uttr-cee0c54264c844cca02bdf4e45b930eb.pt,id10172
uttr-e9a1b4cb4b384ca4b43fb40eac581a2a.pt,id10373
uttr-4ebc956ca92844c79b102b44be30eb86.pt,id10442
uttr-c92bac16c051444798317de3e5b5a467.pt,id10483
uttr-e81455d6abc74262a610fd0f8a238234.pt,id11188
uttr-e9e47e81ec36452f992aa1888b93b01e.pt,id10036
uttr-3ac43db6ae5346c2acb25141b1a97810.pt,id10246
uttr-3626bc1e8fe0412da521950dfaf61944.pt,id10378
uttr-12f7adad96c049babaabcccbdd4274df.pt,id10011
uttr-2d490f8fd6c84cb2b7585cf112e566c5.pt,id10979
uttr-70f7fd6207c3434494495747cb251c0f.pt,id10355
uttr-113610e03556446a9eeb25b0bfc21ce7.pt,id11215
uttr-a8736cca7ff74850976ff8b6f459aab4.pt,id11198
uttr-3814f101684744e783c614da9ba3ef16.pt,id10930
uttr-5ee8ad59bc684732a22ff05850b6c626.pt,id10381
uttr-95ac418e610c44ebb25b7c83ea48c41a.pt,id10123
uttr-df38bd4f7be740cbac5db56c99185301.pt,id10633
uttr-9642037de2684ae58e8779308839e9f7.pt,id10539
uttr-29661663ef5344f89a48c98c5d6a3ebf.pt,id10452
uttr-02beaf19e66742698322cfe480c3f4a7.pt,id10382
uttr-e09b84f3fecf4ea8a624fe1223a97d1e.pt,id10923
uttr-f7f2522fe5f64f8b972f75c7648716a5.pt,id10719
uttr-ad33595f60354dba9dfcadeff56bed91.pt,id11109
uttr-5bf2e23987ff41c5b2cbcd9de5d742c5.pt,id11216
uttr-c4a51462619842bda0d0ec9a7c2494db.pt,id10790
uttr-3391e0c479e74fb48012cc3322868c76.pt,id10170
uttr-498d12bc430a466ebf35da2f01fac267.pt,id10588
uttr-67204cb5672a4afc9124f86bf8b90856.pt,id10172
uttr-b32918545b4044ac9b33051c82687e7f.pt,id10402
uttr-4aa9bb804a1d48248725f9c0c986c832.pt,id10310
uttr-38b6017c975f447b9879bee4ab0d537e.pt,id10215
uttr-dbe60d14fdd74d878668dcbab89deca3.pt,id10035
uttr-336ed0eacb714661a3f812b5b8713d51.pt,id10943
uttr-1e89aa6ea34d450c9181209aabc9c20c.pt,id10491
uttr-cc941ee6aea5402983df695e6f240872.pt,id10910
uttr-51ee9476b4584237b955ac3231d150fc.pt,id10172
uttr-f402c5210997454bb46bee2b084d81e4.pt,id10758
uttr-ca7a89d9692644e28d8dd250bb0403f8.pt,id10564
uttr-48cb6f419ab04e6ebc8934e23f72281e.pt,id10088
uttr-8f7ad31b9557477cb36b7dc5b04134f6.pt,id10440
uttr-a7515304ef5148d483ed2ee8c2b63208.pt,id11158
uttr-e641c21322464db3ac91cc0662a33710.pt,id11090
uttr-c0476ffef42144719187b8945b3db715.pt,id11036
uttr-bfa94a8c70304978a1c8c314aa77825d.pt,id10227
uttr-02725d0f89bb44b5b53481dcd3f1a5bf.pt,id11118
uttr-282f2f3dc67443e8a8156f4785ea54c9.pt,id10847
uttr-599c65d7b04349939d09e4f45f5bbcae.pt,id10774
uttr-59df342d872245d0b3704168d7dbd108.pt,id10824
uttr-6b8dc794fb3f4a2c9f606447279c3597.pt,id10931
uttr-66a7dab5536440cf8439f83bc7495b0c.pt,id10809
uttr-dfd09c1370374021a024d000c9678064.pt,id10659
uttr-4ce9e77a3fb54eb1bea8a4ebed934b1f.pt,id10125
uttr-cf9962439ca64ea2813d571d549fedd0.pt,id10751
uttr-7ae55b24c7af40fc86a84da6137c3701.pt,id10788
uttr-557e610fc1024d519924cd5eddd9b1f0.pt,id10196
uttr-57a7e9e46e914914963d81ac4b5ca1dd.pt,id10859
uttr-2ecbb93107b740578aebc2fe17c5d9ad.pt,id10325
uttr-6194ec8d40a24a00b6bc3fbd233c92b5.pt,id10738
uttr-557832bb9b1c457e9965779b1faf4322.pt,id10559
uttr-3863aa7f6314438abfd5c14b5fbd3f08.pt,id11193
uttr-2c3d2d1660b74d3b82450834f24d62bc.pt,id11123
uttr-234a1388052f4cf8b33b50dee855c3ba.pt,id10979
uttr-561819581e04476c97029870c7d8af4f.pt,id10742
uttr-efc7e9b2b9a944b8bb74adef4999f0cb.pt,id10035
uttr-695981eb3a114eebac7255ae3f521df7.pt,id10420
uttr-63406a729a9a44509289328ba273b48a.pt,id10753
uttr-c71988f9502f4f5b84798f284666de89.pt,id10479
uttr-13ff7a7cd07f41d4bfb3927cbeaab143.pt,id11219
uttr-0a4ec23966c94de1b10fc3223c0a5653.pt,id10636
uttr-3bbfac407a2c47c9a349eab77712ff07.pt,id11200
uttr-aa9218ada81f4a3081c67ec5ee4a5aa2.pt,id11247
uttr-f8624eb493614d37bc2861340e9c111d.pt,id10811
uttr-fae07f9149b4416bb7c5a6c47ab49633.pt,id10006
uttr-537ad837a241472fa7c6a8f1a2efcd25.pt,id10617
uttr-03020698762845af9360016c100848ac.pt,id10943
uttr-dc29dc6f8c7e4223bfa9af474fec2353.pt,id11230
uttr-ac67069db91349b68bc3baedaa864224.pt,id10910
uttr-b3557cbf7ccb4193b2c653fb89e690dd.pt,id10723
uttr-687bed8e03fe4344b2465e5d9e725c7e.pt,id10583
uttr-bda134c23ef94ee3ae6233d98787ea75.pt,id10315
uttr-667164878fdd467d898c5690deee839b.pt,id10928
uttr-e68eb9c6d18c4674bd4e93a7f3b4e79b.pt,id11226
uttr-205a0c9a795d4e9e965c510c8a4807c2.pt,id11123
uttr-783269871e5442a5988e3e469f03567e.pt,id10819
uttr-5fffbda0e8324955888a484b06e37c62.pt,id10436
uttr-552815049f3e4a6d964d7bb1a16dd689.pt,id11123
uttr-1f0e988ccc1e40088756c82c99bc0766.pt,id10742
uttr-14204fc56052434483f749c3e8ff3eb2.pt,id10472
uttr-7cbc211417dc44f09aab82b623b6cb20.pt,id10100
uttr-4713aad030a540a494c640db840e4ffa.pt,id10861
uttr-07270e2d1b044fe487fd3e77a94f6979.pt,id10082
uttr-95580df8a43b47d8925ff2ca6fefb990.pt,id11247
uttr-0395339557eb4e299816d8277bb8fdc8.pt,id10474
uttr-4bca9a6439a842b6b73cff6219fe5d5b.pt,id11056
uttr-37b8499a055b422095bd389df2e8c59b.pt,id11062
uttr-a58cea830b4844a880d25b621a0b0ae0.pt,id10846
uttr-51d2d257c8fe4880aa00c17c9556c46f.pt,id10610
uttr-6603d415722c4ef9a6f1fb2a65d2a4e6.pt,id10901
uttr-fdf8fd61c9944ade90af157d5234776f.pt,id10708
uttr-f608e62b3cbe416cb4ba43abeb6d487d.pt,id10257
uttr-02bb11d3ab054cfab02adaf08fbf6777.pt,id10318
uttr-77cdc44a4e314b7ab5a4440855c28f4f.pt,id11035
uttr-ed20174e70b341a4be10e315705dc5ab.pt,id10513
uttr-fe431d5bcddd46ec9908c67a45586c49.pt,id10310
uttr-7fbe39876fcf40cdb19f2deb716d99e6.pt,id10610
uttr-f34aea544b954691b642a8771fac2583.pt,id11056
uttr-47f1d3a0c1344c7da1148a007093b615.pt,id10989
uttr-e41fa90740ce47ddab99888ad176c5d8.pt,id10479
uttr-d3ce0f543bcb4f4bbc85b7ea7381ab66.pt,id10875
uttr-ef878962b4934db9b50c1b79ea544f40.pt,id10852
uttr-badb8c06f1a541ab965fefb15e278250.pt,id10218
uttr-af993775d0b8485eb67b93ad2159ec11.pt,id11213
uttr-3362f3b33e714d0ca49cd141ffdd0b97.pt,id10948
