Id,Category
781,3
782,5
783,9
784,0
785,4
786,9
787,0
788,5
789,10
790,0
791,8
792,7
793,9
794,7
795,2
796,9
797,2
798,0
799,1
800,4
801,3
802,4
803,8
804,0
805,8
806,10
807,8
808,10
809,2
810,0
811,9
812,5
813,5
814,4
815,4
816,5
817,9
818,7
819,2
820,8
821,8
822,9
823,10
824,8
825,3
826,4
827,2
828,9
829,0
830,0
831,1
832,8
833,1
834,1
835,0
836,5
837,4
838,8
839,3
840,5
841,10
842,5
843,0
844,8
845,8
846,3
847,10
848,8
849,3
850,4
851,9
852,1
853,3
854,10
855,10
856,10
857,10
858,0
859,5
860,1
861,1
862,6
863,9
864,3
865,4
866,2
867,10
868,8
869,3
870,2
871,6
872,5
873,9
874,9
875,3
876,8
877,2
878,8
879,10
880,5
881,8
882,9
883,6
884,4
885,8
886,0
887,4
888,2
889,4
890,6
891,1
892,5
893,4
894,6
895,2
896,3
897,5
898,4
899,5
900,6
901,10
902,8
903,3
904,5
905,1
906,7
907,5
908,9
909,9
910,10
911,7
912,4
913,2
914,4
915,3
916,4
917,3
918,9
919,5
920,9
921,3
922,8
923,9
924,9
925,5
926,2
927,0
928,4
929,9
930,9
931,2
932,1
933,4
934,0
935,1
936,1
937,9
938,9
939,1
940,9
941,0
942,3
943,10
944,10
945,10
946,7
947,8
948,3
949,8
950,7
951,1
952,9
953,9
954,1
955,2
956,6
957,6
958,2
959,9
960,2
961,1
962,7
963,10
964,5
965,0
966,9
967,5
968,3
969,4
970,10
971,0
972,8
973,2
974,3
975,2
976,7
977,5
978,1
979,0
980,0
981,7
982,4
983,2
984,7
985,9
986,5
987,5
988,10
989,3
990,5
991,7
992,8
993,6
994,1
995,8
996,3
997,5
998,9
999,4
1000,9
1001,8
1002,10
1003,7
1004,3
1005,6
1006,0
1007,1
1008,1
1009,5
1010,5
1011,0
1012,6
1013,5
1014,3
1015,10
1016,4
1017,5
1018,2
1019,9
1020,8
1021,9
1022,5
1023,8
1024,9
1025,5
1026,10
1027,0
1028,8
1029,1
1030,10
1031,4
1032,7
1033,9
1034,8
1035,10
1036,8
1037,0
1038,5
1039,8
1040,9
1041,8
1042,9
1043,2
1044,0
1045,9
1046,1
1047,5
1048,4
1049,9
1050,3
1051,9
1052,9
1053,0
1054,8
1055,5
1056,9
1057,5
1058,8
1059,9
1060,10
1061,10
1062,5
1063,10
1064,9
1065,5
1066,8
1067,10
1068,9
1069,9
1070,4
1071,6
1072,0
1073,9
1074,10
1075,2
1076,0
1077,5
1078,2
1079,10
1080,2
1081,5
1082,6
1083,9
1084,9
1085,3
1086,7
1087,0
1088,1
1089,0
1090,1
1091,10
1092,1
1093,5
1094,8
1095,1
1096,10
1097,2
1098,9
1099,6
1100,9
1101,1
1102,5
1103,4
1104,6
1105,9
1106,9
1107,10
1108,8
1109,9
1110,6
1111,9
1112,2
1113,5
1114,3
1115,3
1116,9
1117,5
1118,5
1119,5
1120,6
1121,9
1122,7
1123,0
1124,1
1125,9
1126,6
1127,3
1128,1
1129,4
1130,4
1131,2
1132,8
1133,6
1134,4
1135,8
1136,6
1137,9
1138,1
1139,0
1140,7
1141,3
1142,9
1143,5
1144,8
1145,8
1146,0
1147,10
1148,3
1149,10
1150,3
1151,7
1152,0
1153,9
1154,2
1155,9
1156,5
1157,5
1158,2
1159,1
1160,9
1161,8
1162,9
1163,9
1164,0
1165,2
1166,2
1167,5
1168,0
1169,5
1170,4
1171,2
1172,7
1173,8
1174,8
1175,0
1176,10
1177,1
1178,4
1179,4
1180,1
1181,6
1182,1
1183,8
1184,1
1185,6
1186,0
1187,5
1188,5
1189,9
1190,7
1191,8
1192,8
1193,5
1194,10
1195,3
1196,9
1197,5
1198,0
1199,9
1200,5
1201,0
1202,1
1203,3
1204,8
1205,5
1206,8
1207,9
1208,9
1209,3
1210,9
1211,8
1212,5
1213,10
1214,5
1215,8
1216,8
1217,10
1218,0
1219,9
1220,10
1221,5
1222,4
1223,1
1224,2
1225,6
1226,5
1227,6
1228,1
1229,9
1230,4
1231,4
1232,10
1233,6
1234,5
1235,8
1236,8
1237,0
1238,4
1239,9
1240,2
1241,2
1242,5
1243,9
1244,9
1245,8
1246,4
1247,5
1248,3
1249,5
1250,8
1251,9
1252,10
1253,5
1254,5
1255,8
1256,4
1257,10
1258,8
1259,1
1260,7
1261,2
1262,0
1263,0
1264,4
1265,9
1266,5
1267,10
1268,10
1269,8
1270,2
1271,2
1272,0
1273,4
1274,1
1275,1
1276,5
1277,10
1278,10
1279,1
1280,1
1281,1
1282,1
1283,5
1284,7
1285,2
1286,1
1287,2
1288,10
1289,8
1290,8
1291,8
1292,5
1293,5
1294,3
1295,5
1296,2
1297,0
1298,9
1299,0
1300,9
1301,8
1302,5
1303,4
1304,8
1305,9
1306,2
1307,9
1308,2
1309,0
1310,3
1311,3
1312,3
1313,1
1314,4
1315,3
1316,0
1317,8
1318,5
1319,10
1320,2
1321,6
1322,3
1323,9
1324,8
1325,5
1326,3
1327,4
1328,4
1329,1
1330,10
1331,4
1332,8
1333,2
1334,5
1335,4
1336,8
1337,1
1338,0
1339,1
1340,2
1341,1
1342,4
1343,8
1344,9
1345,7
1346,3
1347,7
1348,2
1349,4
1350,3
1351,5
1352,1
1353,3
1354,8
1355,7
1356,8
1357,6
1358,1
1359,9
1360,0
1361,9
1362,5
1363,5
1364,10
1365,7
1366,6
1367,2
1368,2
1369,9
1370,8
1371,9
1372,2
1373,2
1374,9
1375,4
1376,10
1377,8
1378,1
1379,8
1380,4
1381,3
1382,8
1383,3
1384,5
1385,4
1386,1
1387,8
1388,9
1389,1
1390,2
1391,5
1392,2
1393,5
1394,8
1395,2
1396,10
1397,2
1398,8
1399,1
1400,8
1401,9
1402,9
1403,5
1404,9
1405,4
1406,8
1407,5
1408,8
1409,2
1410,3
1411,0
1412,6
1413,8
1414,8
1415,2
1416,8
1417,0
1418,2
1419,0
1420,10
1421,7
1422,1
1423,1
1424,10
1425,2
1426,0
1427,0
1428,5
1429,9
1430,2
1431,7
1432,8
1433,5
1434,8
1435,6
1436,5
1437,2
1438,5
1439,5
1440,9
1441,3
1442,2
1443,8
1444,10
1445,1
1446,8
1447,10
1448,6
1449,0
1450,3
1451,4
1452,4
1453,9
1454,3
1455,0
1456,9
1457,4
1458,4
1459,4
1460,3
1461,8
1462,2
1463,5
1464,9
1465,5
1466,8
1467,9
1468,1
1469,0
1470,2
1471,1
1472,5
1473,2
1474,7
1475,4
1476,9
1477,5
1478,8
1479,6
1480,9
1481,5
1482,9
1483,9
1484,0
1485,2
1486,4
1487,3
1488,0
1489,6
1490,1
1491,3
1492,8
1493,1
1494,10
1495,9
1496,9
1497,1
1498,8
1499,10
1500,4
1501,6
1502,8
1503,4
1504,9
1505,5
1506,9
1507,7
1508,8
1509,4
1510,0
1511,10
1512,1
1513,3
1514,5
1515,9
1516,10
1517,5
1518,5
1519,2
1520,5
1521,2
1522,3
1523,2
1524,4
1525,5
1526,0
1527,4
1528,0
1529,1
1530,10
1531,6
1532,3
1533,0
1534,0
1535,2
1536,8
1537,2
1538,0
1539,9
1540,9
1541,6
1542,4
1543,6
1544,6
1545,6
1546,9
1547,2
1548,8
1549,4
1550,2
1551,8
1552,6
1553,1
1554,5
1555,0
1556,4
1557,5
1558,0
1559,9
1560,0
1561,8
1562,3
1563,9
1564,7
1565,6
1566,9
1567,7
1568,8
1569,5
1570,3
1571,5
1572,10
1573,9
1574,10
1575,4
1576,9
1577,3
1578,1
1579,7
1580,9
1581,6
1582,8
1583,4
1584,8
1585,3
1586,4
1587,5
1588,4
1589,0
1590,5
1591,10
1592,5
1593,10
1594,8
1595,0
1596,5
1597,7
1598,1
1599,10
1600,9
1601,4
1602,4
1603,1
1604,8
1605,8
1606,3
1607,1
1608,7
1609,6
1610,9
1611,6
1612,9
1613,1
1614,6
1615,0
1616,3
1617,2
1618,3
1619,1
1620,8
1621,0
1622,1
1623,1
1624,2
1625,8
1626,3
1627,2
1628,9
1629,1
1630,5
1631,8
1632,5
1633,3
1634,3
1635,3
1636,0
1637,3
1638,5
1639,1
1640,4
1641,1
1642,5
1643,3
1644,4
1645,2
1646,1
1647,5
1648,1
1649,8
1650,7
1651,8
1652,8
1653,8
1654,9
1655,3
1656,1
1657,3
1658,5
1659,4
1660,0
1661,9
1662,1
1663,5
1664,5
1665,0
1666,8
1667,8
1668,1
1669,4
1670,9
1671,9
1672,7
1673,8
1674,9
1675,4
1676,1
1677,7
1678,5
1679,3
1680,8
1681,5
1682,4
1683,3
1684,5
1685,5
1686,8
1687,0
1688,8
1689,10
1690,2
1691,2
1692,5
1693,9
1694,5
1695,9
1696,8
1697,9
1698,9
1699,5
1700,0
1701,9
1702,5
1703,3
1704,0
1705,8
1706,3
1707,10
1708,0
1709,6
1710,0
1711,10
1712,5
1713,4
1714,4
1715,2
1716,6
1717,5
1718,9
1719,5
1720,1
1721,0
1722,4
1723,4
1724,1
1725,1
1726,3
1727,10
1728,1
1729,3
1730,8
1731,8
1732,1
1733,5
1734,0
1735,3
1736,0
1737,6
1738,3
1739,8
1740,2
1741,0
1742,9
1743,9
1744,3
1745,0
1746,8
1747,4
1748,9
1749,9
1750,3
1751,5
1752,3
1753,10
1754,3
1755,4
1756,3
1757,7
1758,5
1759,1
1760,3
1761,4
1762,2
1763,6
1764,1
1765,9
1766,3
1767,5
1768,0
1769,5
1770,5
1771,8
1772,3
1773,7
1774,3
1775,5
1776,4
1777,9
1778,1
1779,1
1780,1
1781,8
1782,2
1783,9
1784,9
1785,6
1786,4
1787,8
1788,1
1789,9
1790,8
1791,1
1792,2
1793,3
1794,2
1795,7
1796,5
1797,8
1798,5
1799,1
1800,1
1801,1
1802,4
1803,8
1804,6
1805,0
1806,9
1807,5
1808,2
1809,4
1810,7
1811,4
1812,4
1813,1
1814,10
1815,2
1816,7
1817,4
1818,1
1819,6
1820,9
1821,10
1822,8
1823,4
1824,1
1825,2
1826,1
1827,9
1828,9
1829,5
1830,0
1831,2
1832,8
1833,2
1834,6
1835,1
1836,3
1837,9
1838,2
1839,2
1840,4
1841,4
1842,4
1843,5
1844,5
1845,5
1846,5
1847,9
1848,3
1849,8
1850,5
1851,5
1852,8
1853,8
1854,7
1855,1
1856,6
1857,4
1858,1
1859,6
1860,8
1861,2
1862,0
1863,3
1864,8
1865,3
1866,2
1867,1
1868,1
1869,3
1870,1
1871,5
1872,0
1873,10
1874,4
1875,9
1876,8
1877,3
1878,4
1879,6
1880,3
1881,8
1882,5
1883,3
1884,4
1885,3
1886,9
1887,8
1888,8
1889,4
1890,4
1891,2
1892,1
1893,7
1894,3
1895,8
1896,3
1897,5
1898,6
1899,0
1900,0
1901,9
1902,3
1903,5
1904,8
1905,0
1906,6
1907,5
1908,1
1909,5
1910,10
1911,3
1912,3
1913,2
1914,9
1915,9
1916,5
1917,5
1918,8
1919,3
1920,8
1921,8
1922,10
1923,0
1924,4
1925,5
1926,5
1927,3
1928,8
1929,3
1930,4
1931,8
1932,0
1933,2
1934,5
1935,8
1936,10
1937,0
1938,7
1939,2
1940,6
1941,3
1942,4
1943,9
1944,6
1945,9
1946,4
1947,8
1948,10
1949,5
1950,1
1951,5
1952,10
1953,6
1954,10
1955,2
1956,2
1957,3
1958,9
1959,2
1960,9
1961,10
1962,3
1963,7
1964,1
1965,10
1966,5
1967,2
1968,7
1969,5
1970,7
1971,1
1972,3
1973,9
1974,0
1975,1
1976,9
1977,10
1978,9
1979,4
1980,5
1981,7
1982,3
1983,1
1984,7
1985,8
1986,4
1987,3
1988,7
1989,8
1990,3
1991,1
1992,10
1993,3
1994,5
1995,0
1996,0
1997,4
1998,8
1999,7
2000,5
2001,5
2002,6
2003,4
2004,4
2005,0
2006,3
2007,9
2008,2
2009,5
2010,1
2011,1
2012,7
2013,6
2014,6
2015,2
2016,7
2017,0
2018,9
2019,8
2020,6
2021,6
2022,4
2023,9
2024,0
2025,2
2026,4
2027,3
2028,4
2029,6
2030,2
2031,8
2032,10
2033,0
2034,0
2035,8
2036,5
2037,6
2038,5
2039,0
2040,3
2041,0
2042,5
2043,6
2044,5
2045,0
2046,8
2047,8
2048,2
2049,9
2050,6
2051,3
2052,7
2053,2
2054,4
2055,4
2056,0
2057,10
2058,2
2059,9
2060,4
2061,5
2062,10
2063,4
2064,10
2065,3
2066,2
2067,9
2068,3
2069,3
2070,1
2071,9
2072,0
2073,2
2074,4
2075,0
2076,8
2077,6
2078,4
2079,7
2080,1
2081,2
2082,5
2083,9
2084,9
2085,5
2086,8
2087,2
2088,7
2089,6
2090,4
2091,1
2092,3
2093,3
2094,5
2095,8
2096,8
2097,5
2098,7
2099,10
2100,2
2101,5
2102,0
2103,5
2104,2
2105,8
2106,5
2107,3
2108,3
2109,5
2110,5
2111,1
2112,9
2113,7
2114,1
2115,8
2116,4
2117,5
2118,10
2119,8
2120,9
2121,0
2122,9
2123,4
2124,5
2125,0
2126,0
2127,4
2128,7
2129,10
2130,6
2131,1
2132,9
2133,10
2134,3
2135,5
2136,8
2137,6
2138,6
2139,1
2140,4
2141,3
2142,4
2143,7
2144,6
2145,4
2146,4
2147,0
2148,1
2149,8
2150,1
2151,9
2152,8
2153,6
2154,0
2155,3
2156,8
2157,3
2158,5
2159,5
2160,6
2161,0
2162,3
2163,8
2164,10
2165,3
2166,1
2167,10
2168,6
2169,0
2170,3
2171,7
2172,4
2173,4
2174,2
2175,3
2176,5
2177,6
2178,7
2179,4
2180,4
2181,8
2182,1
2183,5
2184,9
2185,1
2186,7
2187,3
2188,4
2189,4
2190,10
2191,9
2192,5
2193,1
2194,1
2195,2
2196,9
2197,8
2198,4
2199,5
2200,3
2201,2
2202,3
2203,5
2204,4
2205,8
2206,1
2207,5
2208,1
2209,2
2210,2
2211,8
2212,0
2213,4
2214,2
2215,2
2216,4
2217,5
2218,8
2219,9
2220,1
2221,3
2222,6
2223,1
2224,2
2225,1
2226,2
2227,8
2228,8
2229,8
2230,0
2231,9
2232,3
2233,8
2234,6
2235,6
2236,10
2237,2
2238,7
2239,0
2240,10
2241,1
2242,0
2243,2
2244,9
2245,9
2246,9
2247,2
2248,5
2249,1
2250,0
2251,4
2252,0
2253,6
2254,8
2255,10
2256,1
2257,4
2258,1
2259,7
2260,0
2261,5
2262,0
2263,5
2264,10
2265,4
2266,8
2267,6
2268,8
2269,2
2270,8
2271,9
2272,10
2273,6
2274,8
2275,1
2276,5
2277,8
2278,8
2279,8
2280,0
2281,9
2282,3
2283,3
2284,2
2285,3
2286,1
2287,5
2288,9
2289,8
2290,2
2291,1
2292,10
2293,6
2294,7
2295,10
2296,7
2297,5
2298,2
2299,8
2300,4
2301,9
2302,8
2303,4
2304,9
2305,1
2306,8
2307,3
2308,10
2309,1
2310,5
2311,7
2312,5
2313,0
2314,2
2315,2
2316,9
2317,3
2318,9
2319,9
2320,2
2321,5
2322,5
2323,3
2324,9
2325,2
2326,1
2327,8
2328,5
2329,6
2330,5
2331,1
2332,4
2333,6
2334,4
2335,3
2336,9
2337,9
2338,3
2339,6
2340,10
2341,6
2342,2
2343,9
2344,5
2345,8
2346,8
2347,0
2348,5
2349,3
2350,8
2351,0
2352,6
2353,7
2354,4
2355,9
2356,4
2357,6
2358,1
2359,3
2360,8
2361,7
2362,3
2363,6
2364,3
2365,6
2366,5
2367,3
2368,0
2369,3
2370,2
2371,2
2372,4
2373,8
2374,5
2375,2
2376,2
2377,8
2378,0
2379,5
2380,9
2381,2
2382,7
2383,4
2384,10
2385,4
2386,5
2387,4
2388,3
2389,0
2390,4
2391,10
2392,4
2393,3
2394,8
2395,5
2396,6
2397,8
2398,5
2399,0
2400,5
2401,5
2402,9
2403,2
2404,3
2405,10
2406,9
2407,4
2408,6
2409,9
2410,5
2411,5
2412,8
2413,9
2414,8
2415,1
2416,8
2417,3
2418,0
2419,8
2420,5
2421,8
2422,2
2423,5
2424,9
2425,2
2426,10
2427,3
2428,7
2429,6
2430,9
2431,4
2432,8
2433,5
2434,5
2435,0
2436,4
2437,3
2438,9
2439,9
2440,8
2441,9
2442,8
2443,1
2444,4
2445,1
2446,5
2447,8
2448,0
2449,5
2450,9
2451,8
2452,6
2453,7
2454,1
2455,7
2456,8
2457,10
2458,8
2459,1
2460,10
2461,0
2462,3
2463,2
2464,7
2465,0
2466,9
2467,8
2468,1
2469,1
2470,9
2471,7
2472,4
2473,0
2474,8
2475,3
2476,0
2477,4
2478,10
2479,8
2480,0
2481,2
2482,8
2483,2
2484,10
2485,7
2486,10
2487,0
2488,3
2489,6
2490,4
2491,9
2492,0
2493,5
2494,1
2495,5
2496,9
2497,2
2498,0
2499,2
2500,4
2501,8
2502,5
2503,5
2504,8
2505,1
2506,3
2507,7
2508,7
2509,8
2510,10
2511,2
2512,3
2513,4
2514,3
2515,4
2516,0
2517,5
2518,7
2519,8
2520,8
2521,8
2522,8
2523,4
2524,9
2525,8
2526,9
2527,5
2528,0
2529,8
2530,2
2531,9
2532,5
2533,5
2534,10
2535,4
2536,3
2537,8
2538,1
2539,3
2540,3
2541,2
2542,9
2543,2
2544,3
2545,1
2546,4
2547,8
2548,9
2549,10
2550,10
2551,9
2552,2
2553,5
2554,8
2555,2
2556,1
2557,0
2558,8
2559,0
2560,1
2561,9
2562,0
2563,8
2564,9
2565,8
2566,1
2567,5
2568,5
2569,5
2570,9
2571,10
2572,3
2573,5
2574,1
2575,9
2576,8
2577,2
2578,9
2579,2
2580,8
2581,3
2582,1
2583,9
2584,6
2585,0
2586,9
2587,0
2588,8
2589,0
2590,0
2591,0
2592,1
2593,5
2594,0
2595,10
2596,8
2597,1
2598,0
2599,0
2600,10
2601,7
2602,3
2603,0
2604,1
2605,9
2606,8
2607,6
2608,5
2609,10
2610,4
2611,0
2612,0
2613,5
2614,8
2615,5
2616,2
2617,5
2618,6
2619,3
2620,3
2621,7
2622,5
2623,9
2624,1
2625,9
2626,9
2627,9
2628,0
2629,1
2630,1
2631,2
2632,8
2633,0
2634,5
2635,7
2636,9
2637,7
2638,5
2639,4
2640,2
2641,5
2642,8
2643,4
2644,8
2645,7
2646,5
2647,5
2648,1
2649,3
2650,4
2651,0
2652,7
2653,2
2654,10
2655,10
2656,0
2657,8
2658,1
2659,1
2660,9
2661,7
2662,6
2663,3
2664,4
2665,6
2666,5
2667,10
2668,9
2669,6
2670,9
2671,2
2672,6
2673,2
2674,2
2675,5
2676,9
2677,7
2678,4
2679,0
2680,4
2681,3
2682,10
2683,8
2684,9
2685,0
2686,7
2687,5
2688,5
2689,4
2690,9
2691,5
2692,4
2693,0
2694,3
2695,9
2696,5
2697,2
2698,4
2699,10
2700,6
2701,8
2702,5
2703,3
2704,10
2705,9
2706,3
2707,9
2708,3
2709,5
2710,9
2711,0
2712,8
2713,3
2714,8
2715,8
2716,8
2717,0
2718,3
2719,5
2720,9
2721,10
2722,5
2723,7
2724,4
2725,4
2726,6
2727,2
2728,8
2729,8
2730,8
2731,4
2732,0
2733,1
2734,9
2735,9
2736,6
2737,10
2738,9
2739,8
2740,4
2741,7
2742,9
2743,5
2744,7
2745,1
2746,8
2747,0
2748,10
2749,2
2750,8
2751,0
2752,5
2753,8
2754,5
2755,0
2756,5
2757,5
2758,9
2759,10
2760,9
2761,0
2762,4
2763,0
2764,4
2765,5
2766,6
2767,4
2768,10
2769,4
2770,7
2771,7
2772,4
2773,8
2774,0
2775,4
2776,5
2777,4
2778,1
2779,0
2780,5
2781,3
2782,9
2783,8
2784,8
2785,1
2786,1
2787,9
2788,7
2789,8
2790,9
2791,7
2792,9
2793,8
2794,1
2795,8
2796,4
2797,2
2798,8
2799,9
2800,0
2801,0
2802,3
2803,1
2804,0
2805,7
2806,10
2807,8
2808,5
2809,9
2810,9
2811,2
2812,8
2813,8
2814,2
2815,10
2816,9
2817,0
2818,4
2819,2
2820,5
2821,5
2822,1
2823,0
2824,9
2825,5
2826,8
2827,4
2828,1
2829,8
2830,5
2831,9
2832,0
2833,0
2834,2
2835,0
2836,2
2837,4
2838,5
2839,5
2840,4
2841,7
2842,1
2843,3
2844,9
2845,8
2846,0
2847,0
2848,5
2849,5
2850,1
2851,0
2852,8
2853,2
2854,7
2855,8
2856,10
2857,8
2858,8
2859,9
2860,9
2861,9
2862,1
2863,4
2864,3
2865,5
2866,10
2867,1
2868,6
2869,5
2870,4
2871,8
2872,4
2873,8
2874,2
2875,3
2876,8
2877,9
2878,0
2879,7
2880,0
2881,2
2882,6
2883,8
2884,4
2885,9
2886,3
2887,2
2888,10
2889,9
2890,9
2891,8
2892,1
2893,3
2894,8
2895,2
2896,9
2897,8
2898,9
2899,5
2900,9
2901,3
2902,8
2903,3
2904,4
2905,9
2906,4
2907,10
2908,5
2909,3
2910,9
2911,5
2912,4
2913,5
2914,9
2915,8
2916,8
2917,6
2918,8
2919,0
2920,9
2921,3
2922,5
2923,9
2924,3
2925,8
2926,1
2927,3
2928,4
2929,7
2930,6
2931,0
2932,10
2933,9
2934,9
2935,8
2936,3
2937,4
2938,0
2939,8
2940,1
2941,0
2942,1
2943,1
2944,5
2945,3
2946,9
2947,3
2948,4
2949,2
2950,0
2951,2
2952,3
2953,6
2954,2
2955,0
2956,8
2957,10
2958,1
2959,8
2960,4
2961,0
2962,9
2963,9
2964,0
2965,6
2966,0
2967,4
2968,9
2969,8
2970,8
2971,9
2972,9
2973,4
2974,5
2975,5
2976,5
2977,4
2978,10
2979,5
2980,5
2981,1
2982,0
2983,8
2984,6
2985,1
2986,3
2987,0
2988,7
2989,9
2990,10
2991,5
2992,5
2993,7
2994,9
2995,9
2996,1
